SYMBOL,ISSUER,Current supply,Max supply	,PRESICION,Pool balance,Core exchange rate (CER),Description,Countries,Title
NIO,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"NIO is a derivative that tracks the real value of 1 Cordoba Oro - official currency of NICARAGUA. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",NICARAGUA,Cordoba Oro
NOK,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"NOK is a derivative that tracks the real value of 1 Norwegian Krone - official currency of BOUVET ISLAND, NORWAY, SVALBARD AND JAN MAYEN. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract","BOUVET ISLAND, NORWAY, SVALBARD AND JAN MAYEN",Norwegian Krone
NPR,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"NPR is a derivative that tracks the real value of 1 Nepalese Rupee - official currency of NEPAL. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",NEPAL,Nepalese Rupee
NZD,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"NZD is a derivative that tracks the real value of 1 New Zealand Dollar - official currency of COOK ISLANDS (THE), NEW ZEALAND, NIUE, PITCAIRN, TOKELAU. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract","COOK ISLANDS (THE), NEW ZEALAND, NIUE, PITCAIRN, TOKELAU",New Zealand Dollar
OMR,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"OMR is a derivative that tracks the real value of 1 Rial Omani - official currency of OMAN. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",OMAN,Rial Omani
PAB,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"PAB is a derivative that tracks the real value of 1 Balboa - official currency of PANAMA. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",PANAMA,Balboa
PEN,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"PEN is a derivative that tracks the real value of 1 Sol - official currency of PERU. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",PERU,Sol
PGK,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"PGK is a derivative that tracks the real value of 1 Kina - official currency of PAPUA NEW GUINEA. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",PAPUA NEW GUINEA,Kina
PHP,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"PHP is a derivative that tracks the real value of 1 Philippine Piso - official currency of PHILIPPINES (THE). It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",PHILIPPINES (THE),Philippine Piso
PKR,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"PKR is a derivative that tracks the real value of 1 Pakistan Rupee - official currency of PAKISTAN. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",PAKISTAN,Pakistan Rupee
PLN,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"PLN is a derivative that tracks the real value of 1 Zloty - official currency of POLAND. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",POLAND,Zloty
PYG,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"PYG is a derivative that tracks the real value of 1 Guarani - official currency of PARAGUAY. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",PARAGUAY,Guarani
QAR,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"QAR is a derivative that tracks the real value of 1 Qatari Rial - official currency of QATAR. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",QATAR,Qatari Rial
RON,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"RON is a derivative that tracks the real value of 1 Romanian Leu - official currency of ROMANIA. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",ROMANIA,Romanian Leu
RSD,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"RSD is a derivative that tracks the real value of 1 Serbian Dinar - official currency of SERBIA. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",SERBIA,Serbian Dinar
RUB,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"RUB is a derivative that tracks the real value of 1 Russian Ruble - official currency of RUSSIAN FEDERATION (THE). It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",RUSSIAN FEDERATION (THE),Russian Ruble
RWF,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"RWF is a derivative that tracks the real value of 1 Rwanda Franc - official currency of RWANDA. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",RWANDA,Rwanda Franc
SAR,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"SAR is a derivative that tracks the real value of 1 Saudi Riyal - official currency of SAUDI ARABIA. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",SAUDI ARABIA,Saudi Riyal
SCR,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"SCR is a derivative that tracks the real value of 1 Seychelles Rupee - official currency of SEYCHELLES. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",SEYCHELLES,Seychelles Rupee
SDG,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"SDG is a derivative that tracks the real value of 1 Sudanese Pound - official currency of SUDAN (THE). It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",SUDAN (THE),Sudanese Pound
SEK,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"SEK is a derivative that tracks the real value of 1 Swedish Krona - official currency of SWEDEN. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",SWEDEN,Swedish Krona
SGD,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"SGD is a derivative that tracks the real value of 1 Singapore Dollar - official currency of SINGAPORE. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",SINGAPORE,Singapore Dollar
SHP,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"SHP is a derivative that tracks the real value of 1 Saint Helena Pound - official currency of SAINT HELENA, ASCENSION AND TRISTAN DA CUNHA. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract","SAINT HELENA, ASCENSION AND TRISTAN DA CUNHA",Saint Helena Pound
SLL,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"SLL is a derivative that tracks the real value of 1 Leone - official currency of SIERRA LEONE. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",SIERRA LEONE,Leone
SOS,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"SOS is a derivative that tracks the real value of 1 Somali Shilling - official currency of SOMALIA. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",SOMALIA,Somali Shilling
SRD,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"SRD is a derivative that tracks the real value of 1 Surinam Dollar - official currency of SURINAME. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",SURINAME,Surinam Dollar
SSP,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"SSP is a derivative that tracks the real value of 1 South Sudanese Pound - official currency of SOUTH SUDAN. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",SOUTH SUDAN,South Sudanese Pound
STN,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"STN is a derivative that tracks the real value of 1 Dobra - official currency of SAO TOME AND PRINCIPE. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",SAO TOME AND PRINCIPE,Dobra
SVC,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"SVC is a derivative that tracks the real value of 1 El Salvador Colon - official currency of EL SALVADOR. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",EL SALVADOR,El Salvador Colon
SYP,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"SYP is a derivative that tracks the real value of 1 Syrian Pound - official currency of SYRIAN ARAB REPUBLIC. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",SYRIAN ARAB REPUBLIC,Syrian Pound
SZL,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"SZL is a derivative that tracks the real value of 1 Lilangeni - official currency of SWAZILAND. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",SWAZILAND,Lilangeni
THB,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"THB is a derivative that tracks the real value of 1 Baht - official currency of THAILAND. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",THAILAND,Baht
TJS,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"TJS is a derivative that tracks the real value of 1 Somoni - official currency of TAJIKISTAN. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",TAJIKISTAN,Somoni
TMT,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"TMT is a derivative that tracks the real value of 1 Turkmenistan New Manat - official currency of TURKMENISTAN. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",TURKMENISTAN,Turkmenistan New Manat
TND,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"TND is a derivative that tracks the real value of 1 Tunisian Dinar - official currency of TUNISIA. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",TUNISIA,Tunisian Dinar
TOP,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"TOP is a derivative that tracks the real value of 1 Pa’anga - official currency of TONGA. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",TONGA,Pa’anga
TRY,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"TRY is a derivative that tracks the real value of 1 Turkish Lira - official currency of TURKEY. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",TURKEY,Turkish Lira
TTD,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"TTD is a derivative that tracks the real value of 1 Trinidad and Tobago Dollar - official currency of TRINIDAD AND TOBAGO. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",TRINIDAD AND TOBAGO,Trinidad and Tobago Dollar
TWD,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"TWD is a derivative that tracks the real value of 1 New Taiwan Dollar - official currency of TAIWAN (PROVINCE OF CHINA). It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",TAIWAN (PROVINCE OF CHINA),New Taiwan Dollar
TZS,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"TZS is a derivative that tracks the real value of 1 Tanzanian Shilling - official currency of TANZANIA, UNITED REPUBLIC of. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract","TANZANIA, UNITED REPUBLIC OF",Tanzanian Shilling
UAH,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"UAH is a derivative that tracks the real value of 1 Hryvnia - official currency of UKRAINE. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",UKRAINE,Hryvnia
UGX,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"UGX is a derivative that tracks the real value of 1 Uganda Shilling - official currency of UGANDA. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",UGANDA,Uganda Shilling
USD,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"USD is a derivative that tracks the real value of 1 US Dollar - official currency of AMERICAN SAMOA, BONAIRE, SINT EUSTATIUS AND SABA, BRITISH INDIAN OCEAN TERRITORY (THE), BAHAMAS (THE), ECUADOR, EL SALVADOR, GUAM, HAITI, MARSHALL ISLANDS (THE), MICRONESIA (FEDERATED STATES OF), NORTHERN MARIANA ISLANDS (THE), PALAU, PANAMA, PUERTO RICO, TIMOR-LESTE, TURKS AND CAICOS ISLANDS (THE), UNITED STATES MINOR OUTLYING ISLANDS (THE), UNITED STATES OF AMERICA (THE), VIRGIN ISLANDS (BRITISH), VIRGIN ISLANDS (U.S.). It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract
","AMERICAN SAMOA, BONAIRE, BAHAMAS (THE), SINT EUSTATIUS AND SABA, BRITISH INDIAN OCEAN TERRITORY (THE), ECUADOR, EL SALVADOR, GUAM, HAITI, MARSHALL ISLANDS (THE), MICRONESIA (FEDERATED STATES OF), NORTHERN MARIANA ISLANDS (THE), PALAU, PANAMA, PUERTO RICO, TIMOR-LESTE, TURKS AND CAICOS ISLANDS (THE), UNITED STATES MINOR OUTLYING ISLANDS (THE), UNITED STATES OF AMERICA (THE), VIRGIN ISLANDS (BRITISH), VIRGIN ISLANDS (U.S.)
",US Dollar
UYU,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"UYU is a derivative that tracks the real value of 1 Peso Uruguayo - official currency of URUGUAY. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",URUGUAY,Peso Uruguayo
UZS,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"UZS is a derivative that tracks the real value of 1 Uzbekistan Sum - official currency of UZBEKISTAN. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",UZBEKISTAN,Uzbekistan Sum
VEF,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"VEF is a derivative that tracks the real value of 1 Bolívar - official currency of VENEZUELA (BOLIVARIAN REPUBLIC OF). It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",VENEZUELA (BOLIVARIAN REPUBLIC OF),Bolívar
VND,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"VND is a derivative that tracks the real value of 1 Dong - official currency of VIET NAM. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",VIET NAM,Dong
VUV,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"VUV is a derivative that tracks the real value of 1 Vatu - official currency of VANUATU. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",VANUATU,Vatu
WST,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"WST is a derivative that tracks the real value of 1 Tala - official currency of SAMOA. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",SAMOA,Tala
XAF,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"XAF is a derivative that tracks the real value of 1 CFA Franc BEAC - official currency of CAMEROON, CENTRAL AFRICAN REPUBLIC (THE), CHAD, CONGO (THE), EQUATORIAL GUINEA, GABON. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract","CAMEROON, CENTRAL AFRICAN REPUBLIC (THE), CHAD, CONGO (THE), EQUATORIAL GUINEA, GABON",CFA Franc BEAC
XAG,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"XAG is a derivative that tracks the real value of 1 Silver - official currency of ZZ11_Silver. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",ZZ11_Silver,Silver
XAU,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"XAU is a derivative that tracks the real value of 1 Gold - official currency of ZZ08_Gold. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",ZZ08_Gold,Gold
XCD,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"XCD is a derivative that tracks the real value of 1 East Caribbean Dollar - official currency of ANGUILLA, ANTIGUA AND BARBUDA, DOMINICA, GRENADA, MONTSERRAT, SAINT KITTS AND NEVIS, SAINT LUCIA, SAINT VINCENT AND THE GRENADINES. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract","ANGUILLA, ANTIGUA AND BARBUDA, DOMINICA, GRENADA, MONTSERRAT, SAINT KITTS AND NEVIS, SAINT LUCIA, SAINT VINCENT AND THE GRENADINES",East Caribbean Dollar
XDR,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"XDR is a derivative that tracks the real value of 1 SDR (Special Drawing Right) - official currency of INTERNATIONAL MONETARY FUND (IMF). It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",INTERNATIONAL MONETARY FUND (IMF),SDR (Special Drawing Right)
XOF,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"Xof is a derivative that tracks the real value of 1 CFA Franc BCEAO - official currency of BENIN, BURKINA FASO, CÔTE D'IVOIRE, GUINEA-BISSAU, MALI, NIGER (THE), SENEGAL, TOGO. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract","BENIN, BURKINA FASO, CÔTE D'IVOIRE, GUINEA-BISSAU, MALI, NIGER (THE), SENEGAL, TOGO",CFA Franc BCEAO
XPD,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"XPD is a derivative that tracks the real value of 1 Palladium - official currency of ZZ09_Palladium. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",ZZ09_Palladium,Palladium
XPF,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"XPF is a derivative that tracks the real value of 1 CFP Franc - official currency of FRENCH POLYNESIA, NEW CALEDONIA, WALLIS AND FUTUNA. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract","FRENCH POLYNESIA, NEW CALEDONIA, WALLIS AND FUTUNA",CFP Franc
XPT,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"XPT is a derivative that tracks the real value of 1 Platinum - official currency of ZZ10_Platinum. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",ZZ10_Platinum,Platinum
XUA,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"XUA is a derivative that tracks the real value of 1 ADB Unit of Account - official currency of MEMBER COUNTRIES OF THE AFRICAN DEVELOPMENT BANK GROUP. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",MEMBER COUNTRIES OF THE AFRICAN DEVELOPMENT BANK GROUP,ADB Unit of Account
YER,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"YER is a derivative that tracks the real value of 1 Yemeni Rial - official currency of YEMEN. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",YEMEN,Yemeni Rial
ZAR,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"ZAR is a derivative that tracks the real value of 1 Rand - official currency of LESOTHO, NAMIBIA, SOUTH AFRICA. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract","LESOTHO, NAMIBIA, SOUTH AFRICA",Rand
ZMW,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"ZMW is a derivative that tracks the real value of 1 Zambian Kwacha - official currency of ZAMBIA. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",ZAMBIA,Zambian Kwacha
ZWL,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"ZWL is a derivative that tracks the real value of 1 Zimbabwe Dollar - official currency of ZIMBABWE. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",ZIMBABWE,Zimbabwe Dollar
ZMK,localcoin-fiat,0,"1,000,000,000,000.00000000",8,10000,,"ZMK is a derivative that tracks the real value of 1 Zambian kwacha - official currency of ZAMBIA. It is 100% decentralized, trustless and backed by the collateral held by the blockchain in smart contract",Zambia,Zambian kwacha
